,Actual Total Load [MW] - Sweden (SE),Actual Total Load [MW] - Denmark (DK),Actual Total Load [MW] - Norway (NO)
2017-04-26 12:00:00+00:00,17845,4568,16359
2017-04-26 13:00:00+00:00,17392,4549,16121
2017-04-26 14:00:00+00:00,17051,4481,16046
2017-04-26 15:00:00+00:00,16953,4369,15971
2017-04-26 16:00:00+00:00,16615,4351,15796
2017-04-26 17:00:00+00:00,16704,4573,15657
2017-04-26 18:00:00+00:00,16661,4392,15595
2017-04-26 19:00:00+00:00,16849,4152,15785
2017-04-26 20:00:00+00:00,17079,3951,15800
2017-04-26 21:00:00+00:00,17041,3910,16097
2017-04-26 22:00:00+00:00,16127,3656,15800
2017-04-26 23:00:00+00:00,15133,3320,15196
2017-04-27 00:00:00+00:00,14563,3086,14716
2017-04-27 01:00:00+00:00,14682,2960,14550
2017-04-27 02:00:00+00:00,14599,2914,14434
2017-04-27 03:00:00+00:00,14627,2935,14514
2017-04-27 04:00:00+00:00,14887,3049,14696
2017-04-27 05:00:00+00:00,15349,3239,15008
2017-04-27 06:00:00+00:00,16637,3733,16341
2017-04-27 07:00:00+00:00,18068,4291,17792
2017-04-27 08:00:00+00:00,18061,4481,17979
2017-04-27 09:00:00+00:00,17504,4520,17593
2017-04-27 10:00:00+00:00,17368,4534,17387
2017-04-27 11:00:00+00:00,16967,4479,16939
2017-04-27 12:00:00+00:00,16868,4495,16701
2017-04-27 13:00:00+00:00,16731,4541,16509
2017-04-27 14:00:00+00:00,16491,4022,16340
2017-04-27 15:00:00+00:00,16538,3315,16289
2017-04-27 16:00:00+00:00,16422,3226,16311
2017-04-27 17:00:00+00:00,16802,3371,16293
2017-04-27 18:00:00+00:00,16352,3673,16084
2017-04-27 19:00:00+00:00,16570,4056,16145
2017-04-27 20:00:00+00:00,16426,3930,16148
2017-04-27 21:00:00+00:00,16604,3727,16366
2017-04-27 22:00:00+00:00,15735,3565,16087
2017-04-27 23:00:00+00:00,14809,3218,15421
2017-04-28 00:00:00+00:00,14212,3009,14694
2017-04-28 01:00:00+00:00,14280,2919,14439
2017-04-28 02:00:00+00:00,14095,2879,14285
2017-04-28 03:00:00+00:00,14147,2867,14336
2017-04-28 04:00:00+00:00,14314,2952,14490
2017-04-28 05:00:00+00:00,14877,3152,14836
2017-04-28 06:00:00+00:00,16251,3685,15943
2017-04-28 07:00:00+00:00,17502,4297,17375
2017-04-28 08:00:00+00:00,17770,4500,17738
2017-04-28 09:00:00+00:00,17820,4529,17581
2017-04-28 10:00:00+00:00,17658,4570,17318
2017-04-28 11:00:00+00:00,17567,4555,16992
2017-04-28 12:00:00+00:00,17286,4402,16732
2017-04-28 13:00:00+00:00,16979,4250,16487
2017-04-28 14:00:00+00:00,16728,4091,16402
2017-04-28 15:00:00+00:00,16489,3976,16369
2017-04-28 16:00:00+00:00,16292,4007,16224
2017-04-28 17:00:00+00:00,16405,4225,16135
2017-04-28 18:00:00+00:00,16156,4182,16103
2017-04-28 19:00:00+00:00,15942,3970,15976
2017-04-28 20:00:00+00:00,16024,3786,15804
2017-04-28 21:00:00+00:00,16103,3710,15777
2017-04-28 22:00:00+00:00,15637,3495,15383
2017-04-28 23:00:00+00:00,14814,3241,14871
2017-04-29 00:00:00+00:00,14272,3008,14485
2017-04-29 01:00:00+00:00,14234,2876,14074
2017-04-29 02:00:00+00:00,14286,2787,13979
2017-04-29 03:00:00+00:00,14374,2768,13970
2017-04-29 04:00:00+00:00,14315,2771,13913
2017-04-29 05:00:00+00:00,14244,2772,13864
2017-04-29 06:00:00+00:00,14579,2940,14128
2017-04-29 07:00:00+00:00,15172,3220,14552
2017-04-29 08:00:00+00:00,15747,3499,15074
2017-04-29 09:00:00+00:00,16087,3669,15455
2017-04-29 10:00:00+00:00,16083,3788,15519
2017-04-29 11:00:00+00:00,15963,3788,15391
2017-04-29 12:00:00+00:00,15587,3703,15032
2017-04-29 13:00:00+00:00,15470,3585,14641
2017-04-29 14:00:00+00:00,15089,3481,14398
2017-04-29 15:00:00+00:00,14839,3422,14242
2017-04-29 16:00:00+00:00,15220,3486,14226
2017-04-29 17:00:00+00:00,15491,3752,14339
2017-04-29 18:00:00+00:00,15549,3773,14424
2017-04-29 19:00:00+00:00,15461,3583,14489
2017-04-29 20:00:00+00:00,15810,3453,14427
2017-04-29 21:00:00+00:00,15782,3455,14541
2017-04-29 22:00:00+00:00,15324,3279,14420
2017-04-29 23:00:00+00:00,14828,3045,14144
2017-04-30 00:00:00+00:00,14160,2861,13785
2017-04-30 01:00:00+00:00,14273,2741,13684
2017-04-30 02:00:00+00:00,14334,2693,13718
2017-04-30 03:00:00+00:00,14373,2675,13751
2017-04-30 04:00:00+00:00,14394,2700,13815
2017-04-30 05:00:00+00:00,14241,2725,13792
2017-04-30 06:00:00+00:00,14313,2811,13850
2017-04-30 07:00:00+00:00,14595,3048,13989
2017-04-30 08:00:00+00:00,14914,3304,14074
2017-04-30 09:00:00+00:00,15242,3437,14322
2017-04-30 10:00:00+00:00,15325,3454,14269
2017-04-30 11:00:00+00:00,15381,3389,14281
2017-04-30 12:00:00+00:00,15245,3305,14107
2017-04-30 13:00:00+00:00,14864,3223,13755
2017-04-30 14:00:00+00:00,14658,3156,13671
2017-04-30 15:00:00+00:00,14445,3111,13593
2017-04-30 16:00:00+00:00,14336,3178,13591
2017-04-30 17:00:00+00:00,14359,3444,13530
2017-04-30 18:00:00+00:00,14093,3479,13589
2017-04-30 19:00:00+00:00,13937,3333,13642
2017-04-30 20:00:00+00:00,14121,3227,13776
2017-04-30 21:00:00+00:00,14617,3235,14011
2017-04-30 22:00:00+00:00,14454,3085,14107
2017-04-30 23:00:00+00:00,14060,2819,13853
2017-05-01 00:00:00+00:00,13555,2609,13415
2017-05-01 01:00:00+00:00,13331,2503,13181
2017-05-01 02:00:00+00:00,13239,2483,13125
2017-05-01 03:00:00+00:00,13350,2502,13212
2017-05-01 04:00:00+00:00,13558,2595,13338
2017-05-01 05:00:00+00:00,13603,2710,13348
2017-05-01 06:00:00+00:00,13732,3105,13689
2017-05-01 07:00:00+00:00,13870,3601,13980
2017-05-01 08:00:00+00:00,13854,3805,14301
2017-05-01 09:00:00+00:00,13963,3845,14598
2017-05-01 10:00:00+00:00,14229,3941,14749
2017-05-01 11:00:00+00:00,14130,3935,14567
2017-05-01 12:00:00+00:00,13893,3839,14353
2017-05-01 13:00:00+00:00,13980,3835,13979
2017-05-01 14:00:00+00:00,13742,3761,13904
2017-05-01 15:00:00+00:00,13666,3532,13607
2017-05-01 16:00:00+00:00,13666,3532,13461
2017-05-01 17:00:00+00:00,13943,3673,13308
2017-05-01 18:00:00+00:00,13987,3606,13285
2017-05-01 19:00:00+00:00,13760,3488,13353
2017-05-01 20:00:00+00:00,14150,3397,13667
2017-05-01 21:00:00+00:00,14286,3400,13901
2017-05-01 22:00:00+00:00,13869,3172,13866
2017-05-01 23:00:00+00:00,13368,2883,13483
2017-05-02 00:00:00+00:00,12857,2736,13187
2017-05-02 01:00:00+00:00,12764,2660,12895
2017-05-02 02:00:00+00:00,12893,2686,12826
2017-05-02 03:00:00+00:00,13061,2721,12841
2017-05-02 04:00:00+00:00,13342,2826,12949
2017-05-02 05:00:00+00:00,13736,2972,13308
2017-05-02 06:00:00+00:00,15382,3485,14618
2017-05-02 07:00:00+00:00,16758,4048,15838
2017-05-02 08:00:00+00:00,16804,4196,15922
2017-05-02 09:00:00+00:00,16392,4143,15475
2017-05-02 10:00:00+00:00,16081,4123,14988
2017-05-02 11:00:00+00:00,15941,4137,14880
2017-05-02 12:00:00+00:00,15803,4089,14798
2017-05-02 13:00:00+00:00,15529,4055,14636
2017-05-02 14:00:00+00:00,15383,3987,14395
2017-05-02 15:00:00+00:00,14971,3885,14139
2017-05-02 16:00:00+00:00,14840,3856,14100
2017-05-02 17:00:00+00:00,14832,4105,13980
2017-05-02 18:00:00+00:00,14633,4017,13729
2017-05-02 19:00:00+00:00,14926,3749,13612
2017-05-02 20:00:00+00:00,14947,3631,13855
2017-05-02 21:00:00+00:00,15023,3603,13929
2017-05-02 22:00:00+00:00,14202,3362,13773
2017-05-02 23:00:00+00:00,13552,3045,13134
2017-05-03 00:00:00+00:00,13015,2857,12605
2017-05-03 01:00:00+00:00,12954,2745,12364
2017-05-03 02:00:00+00:00,12816,2730,12330
2017-05-03 03:00:00+00:00,13071,2734,12381
2017-05-03 04:00:00+00:00,12954,2789,12416
2017-05-03 05:00:00+00:00,13335,2960,12600
2017-05-03 06:00:00+00:00,14861,3502,13808
2017-05-03 07:00:00+00:00,16315,4072,15091
2017-05-03 08:00:00+00:00,16633,4240,15162
2017-05-03 09:00:00+00:00,16000,4246,14729
2017-05-03 10:00:00+00:00,16263,4312,14611
2017-05-03 11:00:00+00:00,15928,4247,14389
2017-05-03 12:00:00+00:00,15685,4179,14207
2017-05-03 13:00:00+00:00,15547,4237,14189
2017-05-03 14:00:00+00:00,15437,4091,14044
2017-05-03 15:00:00+00:00,15292,3930,13877
2017-05-03 16:00:00+00:00,14983,3904,13878
2017-05-03 17:00:00+00:00,15247,4053,13861
2017-05-03 18:00:00+00:00,14993,3930,13540
2017-05-03 19:00:00+00:00,14993,3793,13636
2017-05-03 20:00:00+00:00,15050,3595,13730
2017-05-03 21:00:00+00:00,14935,3558,13728
2017-05-03 22:00:00+00:00,14426,3349,13525
2017-05-03 23:00:00+00:00,13614,3046,12873
2017-05-04 00:00:00+00:00,13001,2815,12383
2017-05-04 01:00:00+00:00,12862,2724,12269
2017-05-04 02:00:00+00:00,12958,2720,12088
2017-05-04 03:00:00+00:00,12933,2716,12157
2017-05-04 04:00:00+00:00,13070,2732,12284
2017-05-04 05:00:00+00:00,13300,2895,12683
2017-05-04 06:00:00+00:00,14773,3489,13939
2017-05-04 07:00:00+00:00,16608,3965,14974
2017-05-04 08:00:00+00:00,16527,4055,15153
2017-05-04 09:00:00+00:00,16125,4061,14863
2017-05-04 10:00:00+00:00,16161,4146,14603
2017-05-04 11:00:00+00:00,15583,4085,14319
2017-05-04 12:00:00+00:00,15272,4082,14346
2017-05-04 13:00:00+00:00,15152,4152,14235
2017-05-04 14:00:00+00:00,14909,3969,14143
2017-05-04 15:00:00+00:00,15064,3753,14029
2017-05-04 16:00:00+00:00,14819,3715,13914
2017-05-04 17:00:00+00:00,14827,3902,13772
2017-05-04 18:00:00+00:00,14624,3839,13514
2017-05-04 19:00:00+00:00,14610,3667,13505
2017-05-04 20:00:00+00:00,14697,3554,13570
2017-05-04 21:00:00+00:00,14725,3509,13688
2017-05-04 22:00:00+00:00,14112,3313,13636
2017-05-04 23:00:00+00:00,13380,3020,12887
2017-05-05 00:00:00+00:00,12980,2814,12492
2017-05-05 01:00:00+00:00,12702,2721,12193
2017-05-05 02:00:00+00:00,12627,2693,12095
2017-05-05 03:00:00+00:00,12898,2687,12101
2017-05-05 04:00:00+00:00,13026,2764,12171
2017-05-05 05:00:00+00:00,13438,2912,12417
2017-05-05 06:00:00+00:00,14794,3435,13840
2017-05-05 07:00:00+00:00,16405,3975,15120
2017-05-05 08:00:00+00:00,16571,4152,15224
2017-05-05 09:00:00+00:00,16338,4137,14918
2017-05-05 10:00:00+00:00,16102,4228,14533
2017-05-05 11:00:00+00:00,15912,4200,14390
2017-05-05 12:00:00+00:00,15644,4091,14094
2017-05-05 13:00:00+00:00,15204,4029,13903
2017-05-05 14:00:00+00:00,14736,3883,13688
2017-05-05 15:00:00+00:00,14555,3767,13460
2017-05-05 16:00:00+00:00,14444,3811,13340
2017-05-05 17:00:00+00:00,14498,4042,13074
2017-05-05 18:00:00+00:00,14201,4011,12905
2017-05-05 19:00:00+00:00,14216,3779,12891
2017-05-05 20:00:00+00:00,13781,3572,12741
2017-05-05 21:00:00+00:00,13755,3502,12783
2017-05-05 22:00:00+00:00,13259,3297,12756
2017-05-05 23:00:00+00:00,12604,3039,12339
2017-05-06 00:00:00+00:00,12293,2847,11832
2017-05-06 01:00:00+00:00,11936,2711,11447
2017-05-06 02:00:00+00:00,11678,2638,11333
2017-05-06 03:00:00+00:00,11720,2621,11315
2017-05-06 04:00:00+00:00,11734,2646,11218
2017-05-06 05:00:00+00:00,11544,2647,11126
2017-05-06 06:00:00+00:00,11704,2798,11361
2017-05-06 07:00:00+00:00,12212,3105,11788
2017-05-06 08:00:00+00:00,12855,3418,12381
2017-05-06 09:00:00+00:00,13354,3564,12940
2017-05-06 10:00:00+00:00,13505,3632,13161
2017-05-06 11:00:00+00:00,13432,3577,13018
2017-05-06 12:00:00+00:00,13227,3470,12630
2017-05-06 13:00:00+00:00,13044,3395,12448
2017-05-06 14:00:00+00:00,13021,3289,12210
2017-05-06 15:00:00+00:00,12882,3227,12149
2017-05-06 16:00:00+00:00,13019,3250,12089
2017-05-06 17:00:00+00:00,13205,3429,12062
2017-05-06 18:00:00+00:00,13148,3466,12241
2017-05-06 19:00:00+00:00,12969,3329,12286
2017-05-06 20:00:00+00:00,12974,3181,12254
2017-05-06 21:00:00+00:00,13027,3166,12106
2017-05-06 22:00:00+00:00,12876,3077,12254
2017-05-06 23:00:00+00:00,12321,2841,11852
2017-05-07 00:00:00+00:00,11943,2655,11572
2017-05-07 01:00:00+00:00,11865,2554,11124
2017-05-07 02:00:00+00:00,11679,2508,10933
2017-05-07 03:00:00+00:00,11677,2502,10882
2017-05-07 04:00:00+00:00,11654,2528,11041
2017-05-07 05:00:00+00:00,11669,2503,10934
2017-05-07 06:00:00+00:00,11927,2613,11150
2017-05-07 07:00:00+00:00,12318,2862,11245
2017-05-07 08:00:00+00:00,12775,3164,11664
2017-05-07 09:00:00+00:00,13240,3329,12431
2017-05-07 10:00:00+00:00,13836,3388,12997
2017-05-07 11:00:00+00:00,14117,3384,13115
2017-05-07 12:00:00+00:00,14054,3375,13018
2017-05-07 13:00:00+00:00,13821,3330,13013
2017-05-07 14:00:00+00:00,13438,3251,12793
2017-05-07 15:00:00+00:00,13343,3199,12675
2017-05-07 16:00:00+00:00,13685,3270,12580
2017-05-07 17:00:00+00:00,14124,3526,12736
2017-05-07 18:00:00+00:00,14219,3543,12761
2017-05-07 19:00:00+00:00,14258,3380,13004
2017-05-07 20:00:00+00:00,14366,3239,13061
2017-05-07 21:00:00+00:00,14210,3173,13292
2017-05-07 22:00:00+00:00,13531,3001,13225
2017-05-07 23:00:00+00:00,12907,2745,12804
2017-05-08 00:00:00+00:00,13030,2530,12424
2017-05-08 01:00:00+00:00,12836,2441,12315
2017-05-08 02:00:00+00:00,13183,2404,12205
2017-05-08 03:00:00+00:00,13202,2374,12223
2017-05-08 04:00:00+00:00,13257,2440,12405
2017-05-08 05:00:00+00:00,13913,2576,12544
2017-05-08 06:00:00+00:00,15368,3115,13907
2017-05-08 07:00:00+00:00,16729,3666,15300
2017-05-08 08:00:00+00:00,17254,7389,15766
2017-05-08 09:00:00+00:00,17455,8088,15650
2017-05-08 10:00:00+00:00,17560,4096,15481
2017-05-08 11:00:00+00:00,17724,4105,15415
2017-05-08 12:00:00+00:00,17613,3964,15270
2017-05-08 13:00:00+00:00,17535,3962,15095
2017-05-08 14:00:00+00:00,17398,3887,14915
2017-05-08 15:00:00+00:00,17276,3811,14966
2017-05-08 16:00:00+00:00,17032,3807,14718
2017-05-08 17:00:00+00:00,17097,4087,14754
2017-05-08 18:00:00+00:00,16949,4014,14584
2017-05-08 19:00:00+00:00,16681,3835,14571
2017-05-08 20:00:00+00:00,16733,3657,14690
2017-05-08 21:00:00+00:00,16889,3603,14829
2017-05-08 22:00:00+00:00,16307,3412,14573
2017-05-08 23:00:00+00:00,15336,3090,13762
2017-05-09 00:00:00+00:00,14754,2897,13516
2017-05-09 01:00:00+00:00,14725,2816,13139
2017-05-09 02:00:00+00:00,14641,2813,12969
2017-05-09 03:00:00+00:00,14647,2859,12955
2017-05-09 04:00:00+00:00,14568,2938,13151
2017-05-09 05:00:00+00:00,15158,3077,13556
2017-05-09 06:00:00+00:00,16646,3629,14541
2017-05-09 07:00:00+00:00,18004,4202,16020
2017-05-09 08:00:00+00:00,17974,4414,16296
2017-05-09 09:00:00+00:00,17528,4431,15879
2017-05-09 10:00:00+00:00,17692,4512,15668
2017-05-09 11:00:00+00:00,17805,4459,15375
2017-05-09 12:00:00+00:00,17568,4381,15403
2017-05-09 13:00:00+00:00,17292,4377,15086
2017-05-09 14:00:00+00:00,17152,4264,15233
2017-05-09 15:00:00+00:00,16974,4154,15185
2017-05-09 16:00:00+00:00,16827,4159,15223
2017-05-09 17:00:00+00:00,16944,4413,15098
2017-05-09 18:00:00+00:00,16546,4238,15023
2017-05-09 19:00:00+00:00,16726,4027,15116
2017-05-09 20:00:00+00:00,16570,3840,15216
2017-05-09 21:00:00+00:00,16523,3731,15328
2017-05-09 22:00:00+00:00,15904,3498,15136
2017-05-09 23:00:00+00:00,15072,3157,14417
2017-05-10 00:00:00+00:00,14286,2973,13762
2017-05-10 01:00:00+00:00,14259,2866,13309
2017-05-10 02:00:00+00:00,14303,2820,13142
2017-05-10 03:00:00+00:00,14537,2844,13368
2017-05-10 04:00:00+00:00,14650,2921,13411
2017-05-10 05:00:00+00:00,15094,3107,13731
2017-05-10 06:00:00+00:00,16831,3677,15001
2017-05-10 07:00:00+00:00,18227,4268,16430
2017-05-10 08:00:00+00:00,18276,4499,16724
2017-05-10 09:00:00+00:00,18022,4530,16736
2017-05-10 10:00:00+00:00,17875,4600,16549
2017-05-10 11:00:00+00:00,17740,4583,16387
2017-05-10 12:00:00+00:00,17537,4509,16404
2017-05-10 13:00:00+00:00,17258,4557,15989
2017-05-10 14:00:00+00:00,17134,4497,16110
2017-05-10 15:00:00+00:00,17101,4367,16136
2017-05-10 16:00:00+00:00,16868,4313,16120
2017-05-10 17:00:00+00:00,17131,4550,15998
2017-05-10 18:00:00+00:00,16789,4459,15790
2017-05-10 19:00:00+00:00,16716,4242,15895
2017-05-10 20:00:00+00:00,16722,4035,16070
2017-05-10 21:00:00+00:00,16635,3923,15957
2017-05-10 22:00:00+00:00,16224,3666,15580
2017-05-10 23:00:00+00:00,15060,3310,14677
2017-05-11 00:00:00+00:00,14620,3035,14163
2017-05-11 01:00:00+00:00,14360,2920,13769
2017-05-11 02:00:00+00:00,14260,2877,13625
2017-05-11 03:00:00+00:00,14251,2893,13564
2017-05-11 04:00:00+00:00,14469,2962,13708
2017-05-11 05:00:00+00:00,14765,3174,14009
2017-05-11 06:00:00+00:00,16391,3717,15126
2017-05-11 07:00:00+00:00,17805,4330,16571
2017-05-11 08:00:00+00:00,18073,4544,16841
2017-05-11 09:00:00+00:00,17963,4560,16590
2017-05-11 10:00:00+00:00,17972,4650,16472
2017-05-11 11:00:00+00:00,17654,4626,16115
2017-05-11 12:00:00+00:00,17627,4547,16002
2017-05-11 13:00:00+00:00,17455,4512,15933
2017-05-11 14:00:00+00:00,17376,4390,15776
2017-05-11 15:00:00+00:00,17234,4174,15740
2017-05-11 16:00:00+00:00,17061,4117,15599
2017-05-11 17:00:00+00:00,17174,4180,15464
2017-05-11 18:00:00+00:00,16852,4082,15537
2017-05-11 19:00:00+00:00,16737,3863,15397
2017-05-11 20:00:00+00:00,16671,3654,15266
2017-05-11 21:00:00+00:00,16652,3549,15110
2017-05-11 22:00:00+00:00,16037,3421,14682
2017-05-11 23:00:00+00:00,15109,3127,14465
2017-05-12 00:00:00+00:00,14394,2884,13802
2017-05-12 01:00:00+00:00,14131,2740,13321
2017-05-12 02:00:00+00:00,14145,2646,13249
2017-05-12 03:00:00+00:00,14199,2633,13213
2017-05-12 04:00:00+00:00,14183,2613,13226
2017-05-12 05:00:00+00:00,14461,2576,13479
2017-05-12 06:00:00+00:00,16007,2748,14636
2017-05-12 07:00:00+00:00,17519,2993,15920
2017-05-12 08:00:00+00:00,17395,3215,16223
2017-05-12 09:00:00+00:00,17070,3351,15776
2017-05-12 10:00:00+00:00,16915,3370,15616
2017-05-12 11:00:00+00:00,16601,3363,15414
2017-05-12 12:00:00+00:00,16506,3310,15176
2017-05-12 13:00:00+00:00,16072,3215,14954
2017-05-12 14:00:00+00:00,15560,3143,14543
2017-05-12 15:00:00+00:00,15457,3087,14341
2017-05-12 16:00:00+00:00,15282,3147,14105
2017-05-12 17:00:00+00:00,15200,3363,13891
2017-05-12 18:00:00+00:00,14970,3395,13774
2017-05-12 19:00:00+00:00,14709,3256,13720
2017-05-12 20:00:00+00:00,14548,3138,13513
2017-05-12 21:00:00+00:00,14401,3121,13455
2017-05-12 22:00:00+00:00,14138,3001,13455
2017-05-12 23:00:00+00:00,13698,2763,13097
2017-05-13 00:00:00+00:00,13132,2581,12750
2017-05-13 01:00:00+00:00,13017,2488,12576
2017-05-13 02:00:00+00:00,13031,2440,12406
2017-05-13 03:00:00+00:00,13175,2446,12360
2017-05-13 04:00:00+00:00,13002,2494,12273
2017-05-13 05:00:00+00:00,12764,2479,12220
2017-05-13 06:00:00+00:00,12895,2596,12320
2017-05-13 07:00:00+00:00,13297,2832,12725
2017-05-13 08:00:00+00:00,13763,3071,13260
2017-05-13 09:00:00+00:00,14218,3282,13760
2017-05-13 10:00:00+00:00,14152,3451,13961
2017-05-13 11:00:00+00:00,14055,3421,13842
2017-05-13 12:00:00+00:00,13894,3340,13694
2017-05-13 13:00:00+00:00,13623,3268,13461
2017-05-13 14:00:00+00:00,13442,3212,13280
2017-05-13 15:00:00+00:00,13437,3179,13236
2017-05-13 16:00:00+00:00,13453,3275,13179
2017-05-13 17:00:00+00:00,13657,3483,13396
2017-05-13 18:00:00+00:00,13916,3524,13526
2017-05-13 19:00:00+00:00,13737,3363,13554
2017-05-13 20:00:00+00:00,13600,3180,13352
2017-05-13 21:00:00+00:00,13471,3152,13135
2017-05-13 22:00:00+00:00,13287,3025,13035
2017-05-13 23:00:00+00:00,13074,2849,12805
2017-05-14 00:00:00+00:00,12492,2664,12355
2017-05-14 01:00:00+00:00,12125,2502,12085
2017-05-14 02:00:00+00:00,12008,2451,11958
2017-05-14 03:00:00+00:00,12108,2470,11776
2017-05-14 04:00:00+00:00,11899,2496,11681
2017-05-14 05:00:00+00:00,11659,2476,11505
2017-05-14 06:00:00+00:00,11874,2566,11643
2017-05-14 07:00:00+00:00,12246,2817,11935
2017-05-14 08:00:00+00:00,12953,3099,12357
2017-05-14 09:00:00+00:00,13555,3291,12894
2017-05-14 10:00:00+00:00,13835,3385,13241
2017-05-14 11:00:00+00:00,13982,3367,13323
2017-05-14 12:00:00+00:00,14054,3305,13279
2017-05-14 13:00:00+00:00,13965,3247,13209
2017-05-14 14:00:00+00:00,13914,3195,13119
2017-05-14 15:00:00+00:00,13747,3168,13081
2017-05-14 16:00:00+00:00,13718,3211,13062
2017-05-14 17:00:00+00:00,13959,3473,13117
2017-05-14 18:00:00+00:00,14094,3464,13169
2017-05-14 19:00:00+00:00,14222,3349,13255
2017-05-14 20:00:00+00:00,14146,3246,13249
2017-05-14 21:00:00+00:00,13852,3181,13222
2017-05-14 22:00:00+00:00,13472,3098,13032
2017-05-14 23:00:00+00:00,12902,2862,12573
2017-05-15 00:00:00+00:00,12112,2676,12104
2017-05-15 01:00:00+00:00,12098,2567,11812
2017-05-15 02:00:00+00:00,12152,2512,11777
2017-05-15 03:00:00+00:00,12220,2539,11505
2017-05-15 04:00:00+00:00,12119,2595,11484
2017-05-15 05:00:00+00:00,12800,2776,11662
2017-05-15 06:00:00+00:00,14614,3368,13081
2017-05-15 07:00:00+00:00,16156,3962,14515
2017-05-15 08:00:00+00:00,16675,4237,14900
2017-05-15 09:00:00+00:00,16998,4288,14755
2017-05-15 10:00:00+00:00,17161,4348,14556
2017-05-15 11:00:00+00:00,17114,4281,14422
2017-05-15 12:00:00+00:00,16842,3975,14410
2017-05-15 13:00:00+00:00,16658,4099,14220
2017-05-15 14:00:00+00:00,16481,4172,14076
2017-05-15 15:00:00+00:00,16507,3985,13978
2017-05-15 16:00:00+00:00,16319,3910,14021
2017-05-15 17:00:00+00:00,16364,4126,13908
2017-05-15 18:00:00+00:00,16007,4049,13865
2017-05-15 19:00:00+00:00,15589,3871,13831
2017-05-15 20:00:00+00:00,15499,3683,13849
2017-05-15 21:00:00+00:00,15279,3571,13784
2017-05-15 22:00:00+00:00,14729,3388,13544
2017-05-15 23:00:00+00:00,13986,3051,12823
2017-05-16 00:00:00+00:00,13138,2814,12235
2017-05-16 01:00:00+00:00,12928,2697,11913
2017-05-16 02:00:00+00:00,12896,2643,11692
2017-05-16 03:00:00+00:00,13053,2640,11648
2017-05-16 04:00:00+00:00,12948,2700,11768
2017-05-16 05:00:00+00:00,13102,2849,11977
2017-05-16 06:00:00+00:00,14719,3418,13254
2017-05-16 07:00:00+00:00,16159,4003,14581
2017-05-16 08:00:00+00:00,16485,4258,14983
2017-05-16 09:00:00+00:00,16359,4319,14923
2017-05-16 10:00:00+00:00,16108,4408,14876
2017-05-16 11:00:00+00:00,16030,4413,14810
2017-05-16 12:00:00+00:00,15763,4311,14869
2017-05-16 13:00:00+00:00,15616,4326,14794
2017-05-16 14:00:00+00:00,15632,4264,14740
2017-05-16 15:00:00+00:00,15551,4143,14687
2017-05-16 16:00:00+00:00,15351,4123,14497
2017-05-16 17:00:00+00:00,15544,4366,14410
2017-05-16 18:00:00+00:00,15382,4239,14326
2017-05-16 19:00:00+00:00,15207,4008,14290
2017-05-16 20:00:00+00:00,14966,3807,14153
2017-05-16 21:00:00+00:00,14733,3673,13827
2017-05-16 22:00:00+00:00,14248,3453,13398
2017-05-16 23:00:00+00:00,13513,3102,12648
2017-05-17 00:00:00+00:00,12482,2893,12161
2017-05-17 01:00:00+00:00,12055,2780,11732
2017-05-17 02:00:00+00:00,12106,2706,11337
2017-05-17 03:00:00+00:00,12179,2720,11225
2017-05-17 04:00:00+00:00,12238,2755,11084
2017-05-17 05:00:00+00:00,12701,2920,11229
2017-05-17 06:00:00+00:00,14205,3472,11770
2017-05-17 07:00:00+00:00,15980,4048,12670
2017-05-17 08:00:00+00:00,16556,4303,13490
2017-05-17 09:00:00+00:00,16488,4368,13681
2017-05-17 10:00:00+00:00,16394,4457,13237
2017-05-17 11:00:00+00:00,16267,4424,12734
2017-05-17 12:00:00+00:00,16135,4337,12677
2017-05-17 13:00:00+00:00,15911,4375,12548
2017-05-17 14:00:00+00:00,15611,4326,12397
2017-05-17 15:00:00+00:00,15675,4184,12249
2017-05-17 16:00:00+00:00,15663,4116,12077
2017-05-17 17:00:00+00:00,15837,4309,12160
2017-05-17 18:00:00+00:00,15331,4159,12170
