"Time (CET)","Day-ahead Total Load Forecast [MW] - Norway (NO)","Actual Total Load [MW] - Norway (NO)"
"29.04.2018 13:00 - 29.04.2018 14:00","14047","14046"
"29.04.2018 14:00 - 29.04.2018 15:00","13925","13925"
"29.04.2018 15:00 - 29.04.2018 16:00","13946","13946"
"29.04.2018 16:00 - 29.04.2018 17:00","13822","13823"
"29.04.2018 17:00 - 29.04.2018 18:00","13917","13917"
"29.04.2018 18:00 - 29.04.2018 19:00","13932","13931"
"29.04.2018 19:00 - 29.04.2018 20:00","14038","14038"
"29.04.2018 20:00 - 29.04.2018 21:00","14218","14218"
"29.04.2018 21:00 - 29.04.2018 22:00","14437","14436"
"29.04.2018 22:00 - 29.04.2018 23:00","14451","14451"
"29.04.2018 23:00 - 30.04.2018 00:00","13971","14005"
"30.04.2018 00:00 - 30.04.2018 01:00","13658","13658"
"30.04.2018 01:00 - 30.04.2018 02:00","13446","13447"
"30.04.2018 02:00 - 30.04.2018 03:00","13321","13320"
"30.04.2018 03:00 - 30.04.2018 04:00","13276","13275"
"30.04.2018 04:00 - 30.04.2018 05:00","13402","13402"
"30.04.2018 05:00 - 30.04.2018 06:00","13793","13794"
"30.04.2018 06:00 - 30.04.2018 07:00","14756","14755"
"30.04.2018 07:00 - 30.04.2018 08:00","15971","15971"
"30.04.2018 08:00 - 30.04.2018 09:00","16254","16255"
"30.04.2018 09:00 - 30.04.2018 10:00","15845","15845"
"30.04.2018 10:00 - 30.04.2018 11:00","15577","15577"
"30.04.2018 11:00 - 30.04.2018 12:00","15322","15321"
"30.04.2018 12:00 - 30.04.2018 13:00","15220","15220"
"30.04.2018 13:00 - 30.04.2018 14:00","15020","15021"
"30.04.2018 14:00 - 30.04.2018 15:00","15030","15030"
"30.04.2018 15:00 - 30.04.2018 16:00","15069","15069"
"30.04.2018 16:00 - 30.04.2018 17:00","15081","15080"
"30.04.2018 17:00 - 30.04.2018 18:00","14907","14906"
"30.04.2018 18:00 - 30.04.2018 19:00","14840","14840"
"30.04.2018 19:00 - 30.04.2018 20:00","14752","14752"
"30.04.2018 20:00 - 30.04.2018 21:00","14760","14759"
"30.04.2018 21:00 - 30.04.2018 22:00","14815","14815"
"30.04.2018 22:00 - 30.04.2018 23:00","14419","14388"
"30.04.2018 23:00 - 01.05.2018 00:00","13789","14002"
"01.05.2018 00:00 - 01.05.2018 01:00","13642","13642"
"01.05.2018 01:00 - 01.05.2018 02:00","13303","13303"
"01.05.2018 02:00 - 01.05.2018 03:00","13075","13075"
"01.05.2018 03:00 - 01.05.2018 04:00","13071","13070"
"01.05.2018 04:00 - 01.05.2018 05:00","13209","13208"
"01.05.2018 05:00 - 01.05.2018 06:00","13355","13355"
"01.05.2018 06:00 - 01.05.2018 07:00","13797","13796"
"01.05.2018 07:00 - 01.05.2018 08:00","14305","14304"
"01.05.2018 08:00 - 01.05.2018 09:00","14794","14794"
"01.05.2018 09:00 - 01.05.2018 10:00","15471","15471"
"01.05.2018 10:00 - 01.05.2018 11:00","15826","15826"
"01.05.2018 11:00 - 01.05.2018 12:00","15901","15902"
"01.05.2018 12:00 - 01.05.2018 13:00","15816","15816"
"01.05.2018 13:00 - 01.05.2018 14:00","15627","15626"
"01.05.2018 14:00 - 01.05.2018 15:00","15492","15492"
"01.05.2018 15:00 - 01.05.2018 16:00","15425","15424"
"01.05.2018 16:00 - 01.05.2018 17:00","15374","15374"
"01.05.2018 17:00 - 01.05.2018 18:00","15329","15328"
"01.05.2018 18:00 - 01.05.2018 19:00","15313","15314"
"01.05.2018 19:00 - 01.05.2018 20:00","15185","15185"
"01.05.2018 20:00 - 01.05.2018 21:00","15186","15187"
"01.05.2018 21:00 - 01.05.2018 22:00","15131","15131"
"01.05.2018 22:00 - 01.05.2018 23:00","14921","14841"
"01.05.2018 23:00 - 02.05.2018 00:00","13491","14247"
"02.05.2018 00:00 - 02.05.2018 01:00","13636","13636"
"02.05.2018 01:00 - 02.05.2018 02:00","13369","13369"
"02.05.2018 02:00 - 02.05.2018 03:00","13214","13214"
"02.05.2018 03:00 - 02.05.2018 04:00","13281","13281"
"02.05.2018 04:00 - 02.05.2018 05:00","13343","13343"
"02.05.2018 05:00 - 02.05.2018 06:00","13582","13582"
"02.05.2018 06:00 - 02.05.2018 07:00","14841","14841"
"02.05.2018 07:00 - 02.05.2018 08:00","16100","16099"
"02.05.2018 08:00 - 02.05.2018 09:00","16403","16403"
"02.05.2018 09:00 - 02.05.2018 10:00","16132","16133"
"02.05.2018 10:00 - 02.05.2018 11:00","15965","15966"
"02.05.2018 11:00 - 02.05.2018 12:00","15672","15672"
"02.05.2018 12:00 - 02.05.2018 13:00","15333","15332"
"02.05.2018 13:00 - 02.05.2018 14:00","15098","15098"
"02.05.2018 14:00 - 02.05.2018 15:00","15115","15115"
"02.05.2018 15:00 - 02.05.2018 16:00","15192","15192"
"02.05.2018 16:00 - 02.05.2018 17:00","15031","15031"
"02.05.2018 17:00 - 02.05.2018 18:00","14788","14788"
"02.05.2018 18:00 - 02.05.2018 19:00","14697","14696"
"02.05.2018 19:00 - 02.05.2018 20:00","14600","14600"
"02.05.2018 20:00 - 02.05.2018 21:00","14826","14827"
"02.05.2018 21:00 - 02.05.2018 22:00","14912","14912"
"02.05.2018 22:00 - 02.05.2018 23:00","14689","14639"
"02.05.2018 23:00 - 03.05.2018 00:00","14435","13949"
"03.05.2018 00:00 - 03.05.2018 01:00","13410","13410"
"03.05.2018 01:00 - 03.05.2018 02:00","13129","13128"
"03.05.2018 02:00 - 03.05.2018 03:00","12954","12954"
"03.05.2018 03:00 - 03.05.2018 04:00","12906","12879"
"03.05.2018 04:00 - 03.05.2018 05:00","13045","13045"
"03.05.2018 05:00 - 03.05.2018 06:00","13338","13338"
"03.05.2018 06:00 - 03.05.2018 07:00","14290","14289"
"03.05.2018 07:00 - 03.05.2018 08:00","15584","15585"
"03.05.2018 08:00 - 03.05.2018 09:00","15958","15958"
"03.05.2018 09:00 - 03.05.2018 10:00","15780","15780"
"03.05.2018 10:00 - 03.05.2018 11:00","15668","15667"
"03.05.2018 11:00 - 03.05.2018 12:00","15511","15307"
"03.05.2018 12:00 - 03.05.2018 13:00","15410","15301"
"03.05.2018 13:00 - 03.05.2018 14:00","15558","15596"
"03.05.2018 14:00 - 03.05.2018 15:00","15440","15478"
"03.05.2018 15:00 - 03.05.2018 16:00","15449","15449"
"03.05.2018 16:00 - 03.05.2018 17:00","15382","15381"
"03.05.2018 17:00 - 03.05.2018 18:00","15188","15188"
"03.05.2018 18:00 - 03.05.2018 19:00","15161","15160"
"03.05.2018 19:00 - 03.05.2018 20:00","14969","14970"
"03.05.2018 20:00 - 03.05.2018 21:00","14885","14885"
"03.05.2018 21:00 - 03.05.2018 22:00","14985","14985"
"03.05.2018 22:00 - 03.05.2018 23:00","14846","14887"
"03.05.2018 23:00 - 04.05.2018 00:00","14325","14223"
"04.05.2018 00:00 - 04.05.2018 01:00","13740","13740"
"04.05.2018 01:00 - 04.05.2018 02:00","13450","13523"
"04.05.2018 02:00 - 04.05.2018 03:00","13335","13334"
"04.05.2018 03:00 - 04.05.2018 04:00","13410","13410"
"04.05.2018 04:00 - 04.05.2018 05:00","13520","13520"
"04.05.2018 05:00 - 04.05.2018 06:00","13782","13782"
"04.05.2018 06:00 - 04.05.2018 07:00","15020","15019"
"04.05.2018 07:00 - 04.05.2018 08:00","16361","16361"
"04.05.2018 08:00 - 04.05.2018 09:00","16757","16757"
"04.05.2018 09:00 - 04.05.2018 10:00","16457","16457"
"04.05.2018 10:00 - 04.05.2018 11:00","16232","16232"
"04.05.2018 11:00 - 04.05.2018 12:00","15924","15924"
"04.05.2018 12:00 - 04.05.2018 13:00","15475","15475"
"04.05.2018 13:00 - 04.05.2018 14:00","15209","15209"
"04.05.2018 14:00 - 04.05.2018 15:00","15015","15015"
"04.05.2018 15:00 - 04.05.2018 16:00","14888","14873"
"04.05.2018 16:00 - 04.05.2018 17:00","14887","14887"
"04.05.2018 17:00 - 04.05.2018 18:00","14783","14782"
"04.05.2018 18:00 - 04.05.2018 19:00","14731","14731"
"04.05.2018 19:00 - 04.05.2018 20:00","14575","14575"
"04.05.2018 20:00 - 04.05.2018 21:00","14541","14541"
"04.05.2018 21:00 - 04.05.2018 22:00","14370","14370"
"04.05.2018 22:00 - 04.05.2018 23:00","14472","14486"
"04.05.2018 23:00 - 05.05.2018 00:00","13903","13707"
"05.05.2018 00:00 - 05.05.2018 01:00","13382","13382"
"05.05.2018 01:00 - 05.05.2018 02:00","12858","12858"
"05.05.2018 02:00 - 05.05.2018 03:00","12677","12677"
"05.05.2018 03:00 - 05.05.2018 04:00","12620","12620"
"05.05.2018 04:00 - 05.05.2018 05:00","12658","12658"
"05.05.2018 05:00 - 05.05.2018 06:00","12501","12500"
"05.05.2018 06:00 - 05.05.2018 07:00","12666","12702"
"05.05.2018 07:00 - 05.05.2018 08:00","13066","13066"
"05.05.2018 08:00 - 05.05.2018 09:00","13738","13739"
"05.05.2018 09:00 - 05.05.2018 10:00","14110","14110"
"05.05.2018 10:00 - 05.05.2018 11:00","14282","14282"
"05.05.2018 11:00 - 05.05.2018 12:00","13936","13936"
"05.05.2018 12:00 - 05.05.2018 13:00","13647","13647"
"05.05.2018 13:00 - 05.05.2018 14:00","13523","13523"
"05.05.2018 14:00 - 05.05.2018 15:00","13448","13448"
"05.05.2018 15:00 - 05.05.2018 16:00","13230","13230"
"05.05.2018 16:00 - 05.05.2018 17:00","13063","13063"
"05.05.2018 17:00 - 05.05.2018 18:00","13300","13449"
"05.05.2018 18:00 - 05.05.2018 19:00","13495","13495"
"05.05.2018 19:00 - 05.05.2018 20:00","13524","13524"
"05.05.2018 20:00 - 05.05.2018 21:00","13262","13262"
"05.05.2018 21:00 - 05.05.2018 22:00","13216","13215"
"05.05.2018 22:00 - 05.05.2018 23:00","13034","13034"
"05.05.2018 23:00 - 06.05.2018 00:00","12793","12704"
"06.05.2018 00:00 - 06.05.2018 01:00","12318","12317"
"06.05.2018 01:00 - 06.05.2018 02:00","12018","12019"
"06.05.2018 02:00 - 06.05.2018 03:00","11932","11932"
"06.05.2018 03:00 - 06.05.2018 04:00","11856","11856"
"06.05.2018 04:00 - 06.05.2018 05:00","11816","11816"
"06.05.2018 05:00 - 06.05.2018 06:00","11707","11707"
"06.05.2018 06:00 - 06.05.2018 07:00","11846","11846"
"06.05.2018 07:00 - 06.05.2018 08:00","12100","12101"
"06.05.2018 08:00 - 06.05.2018 09:00","12548","12548"
"06.05.2018 09:00 - 06.05.2018 10:00","12953","12953"
"06.05.2018 10:00 - 06.05.2018 11:00","13157","13157"
"06.05.2018 11:00 - 06.05.2018 12:00","13130","13130"
"06.05.2018 12:00 - 06.05.2018 13:00","13154","13154"
"06.05.2018 13:00 - 06.05.2018 14:00","13105","13105"
"06.05.2018 14:00 - 06.05.2018 15:00","12869","12868"
"06.05.2018 15:00 - 06.05.2018 16:00","12968","12968"
"06.05.2018 16:00 - 06.05.2018 17:00","12839","12838"
"06.05.2018 17:00 - 06.05.2018 18:00","12978","13026"
"06.05.2018 18:00 - 06.05.2018 19:00","13178","13177"
"06.05.2018 19:00 - 06.05.2018 20:00","13103","13102"
"06.05.2018 20:00 - 06.05.2018 21:00","13091","13091"
"06.05.2018 21:00 - 06.05.2018 22:00","13073","13073"
"06.05.2018 22:00 - 06.05.2018 23:00","13130","13130"
"06.05.2018 23:00 - 07.05.2018 00:00","12800","12699"
"07.05.2018 00:00 - 07.05.2018 01:00","12318","12317"
"07.05.2018 01:00 - 07.05.2018 02:00","12026","12026"
"07.05.2018 02:00 - 07.05.2018 03:00","11944","11944"
"07.05.2018 03:00 - 07.05.2018 04:00","12094","12094"
"07.05.2018 04:00 - 07.05.2018 05:00","12207","12207"
"07.05.2018 05:00 - 07.05.2018 06:00","12291","12291"
"07.05.2018 06:00 - 07.05.2018 07:00","13732","13731"
"07.05.2018 07:00 - 07.05.2018 08:00","15134","15134"
"07.05.2018 08:00 - 07.05.2018 09:00","15270","15270"
"07.05.2018 09:00 - 07.05.2018 10:00","14939","14939"
"07.05.2018 10:00 - 07.05.2018 11:00","14676","14676"
"07.05.2018 11:00 - 07.05.2018 12:00","14547","14547"
"07.05.2018 12:00 - 07.05.2018 13:00","14508","14513"
"07.05.2018 13:00 - 07.05.2018 14:00","14346","14346"
"07.05.2018 14:00 - 07.05.2018 15:00","14259","14258"
"07.05.2018 15:00 - 07.05.2018 16:00","14046","14046"
"07.05.2018 16:00 - 07.05.2018 17:00","14176","14176"
"07.05.2018 17:00 - 07.05.2018 18:00","14141","14140"
"07.05.2018 18:00 - 07.05.2018 19:00","13866","13866"
"07.05.2018 19:00 - 07.05.2018 20:00","13857","13857"
"07.05.2018 20:00 - 07.05.2018 21:00","13869","13872"
"07.05.2018 21:00 - 07.05.2018 22:00","13933","13881"
"07.05.2018 22:00 - 07.05.2018 23:00","13731","13660"
"07.05.2018 23:00 - 08.05.2018 00:00","13187","12936"
"08.05.2018 00:00 - 08.05.2018 01:00","12611","12611"
"08.05.2018 01:00 - 08.05.2018 02:00","12290","12290"
"08.05.2018 02:00 - 08.05.2018 03:00","12228","12228"
"08.05.2018 03:00 - 08.05.2018 04:00","12219","12219"
"08.05.2018 04:00 - 08.05.2018 05:00","12132","12132"
"08.05.2018 05:00 - 08.05.2018 06:00","12320","12319"
"08.05.2018 06:00 - 08.05.2018 07:00","13329","13328"
"08.05.2018 07:00 - 08.05.2018 08:00","14829","14830"
"08.05.2018 08:00 - 08.05.2018 09:00","14840","14893"
"08.05.2018 09:00 - 08.05.2018 10:00","14508","14531"
"08.05.2018 10:00 - 08.05.2018 11:00","14606","14606"
"08.05.2018 11:00 - 08.05.2018 12:00","14370","14357"
"08.05.2018 12:00 - 08.05.2018 13:00","14316","14071"
"08.05.2018 13:00 - 08.05.2018 14:00","14443","13899"
"08.05.2018 14:00 - 08.05.2018 15:00","14156","13745"
"08.05.2018 15:00 - 08.05.2018 16:00","13958","13499"
"08.05.2018 16:00 - 08.05.2018 17:00","14073","13699"
"08.05.2018 17:00 - 08.05.2018 18:00","13991","13428"
"08.05.2018 18:00 - 08.05.2018 19:00","13831","13421"
"08.05.2018 19:00 - 08.05.2018 20:00","13974","13555"
"08.05.2018 20:00 - 08.05.2018 21:00","13858","13576"
"08.05.2018 21:00 - 08.05.2018 22:00","13569","13569"
"08.05.2018 22:00 - 08.05.2018 23:00","13574","13490"
"08.05.2018 23:00 - 09.05.2018 00:00","12908","12894"
"09.05.2018 00:00 - 09.05.2018 01:00","12142","12142"
"09.05.2018 01:00 - 09.05.2018 02:00","11816","11816"
"09.05.2018 02:00 - 09.05.2018 03:00","11592","11592"
"09.05.2018 03:00 - 09.05.2018 04:00","11601","11601"
"09.05.2018 04:00 - 09.05.2018 05:00","11538","11538"
"09.05.2018 05:00 - 09.05.2018 06:00","11775","11774"
"09.05.2018 06:00 - 09.05.2018 07:00","12849","12849"
"09.05.2018 07:00 - 09.05.2018 08:00","13995","13995"
"09.05.2018 08:00 - 09.05.2018 09:00","14118","14118"
"09.05.2018 09:00 - 09.05.2018 10:00","13912","13912"
"09.05.2018 10:00 - 09.05.2018 11:00","13912","13912"
"09.05.2018 11:00 - 09.05.2018 12:00","13701","13701"
"09.05.2018 12:00 - 09.05.2018 13:00","13587","13586"
"09.05.2018 13:00 - 09.05.2018 14:00","13693","13693"
"09.05.2018 14:00 - 09.05.2018 15:00","13480","13480"
"09.05.2018 15:00 - 09.05.2018 16:00","13213","13212"
"09.05.2018 16:00 - 09.05.2018 17:00","13116","13116"
"09.05.2018 17:00 - 09.05.2018 18:00","12897","12896"
"09.05.2018 18:00 - 09.05.2018 19:00","12727","12726"
"09.05.2018 19:00 - 09.05.2018 20:00","12845","12845"
"09.05.2018 20:00 - 09.05.2018 21:00","12614","12614"
"09.05.2018 21:00 - 09.05.2018 22:00","12652","12652"
"09.05.2018 22:00 - 09.05.2018 23:00","12656","12620"
"09.05.2018 23:00 - 10.05.2018 00:00","12327","12179"
"10.05.2018 00:00 - 10.05.2018 01:00","11598","11599"
"10.05.2018 01:00 - 10.05.2018 02:00","11298","11299"
"10.05.2018 02:00 - 10.05.2018 03:00","11188","11188"
"10.05.2018 03:00 - 10.05.2018 04:00","11095","11095"
"10.05.2018 04:00 - 10.05.2018 05:00","11177","11177"
"10.05.2018 05:00 - 10.05.2018 06:00","11161","11161"
"10.05.2018 06:00 - 10.05.2018 07:00","11344","11343"
"10.05.2018 07:00 - 10.05.2018 08:00","11679","11678"
"10.05.2018 08:00 - 10.05.2018 09:00","12161","12161"
"10.05.2018 09:00 - 10.05.2018 10:00","12769","12795"
"10.05.2018 10:00 - 10.05.2018 11:00","12997","12997"
"10.05.2018 11:00 - 10.05.2018 12:00","12942","12941"
"10.05.2018 12:00 - 10.05.2018 13:00","12943","12943"
"10.05.2018 13:00 - 10.05.2018 14:00","12775","12774"
"10.05.2018 14:00 - 10.05.2018 15:00","12742","12742"
"10.05.2018 15:00 - 10.05.2018 16:00","12814","12815"
"10.05.2018 16:00 - 10.05.2018 17:00","12875","12876"
"10.05.2018 17:00 - 10.05.2018 18:00","12806","12806"
"10.05.2018 18:00 - 10.05.2018 19:00","12778","12778"
"10.05.2018 19:00 - 10.05.2018 20:00","12896","12896"
"10.05.2018 20:00 - 10.05.2018 21:00","12821","12821"
"10.05.2018 21:00 - 10.05.2018 22:00","12681","12681"
"10.05.2018 22:00 - 10.05.2018 23:00","12755","12723"
"10.05.2018 23:00 - 11.05.2018 00:00","11782","12263"
"11.05.2018 00:00 - 11.05.2018 01:00","11749","11749"
"11.05.2018 01:00 - 11.05.2018 02:00","11389","11388"
"11.05.2018 02:00 - 11.05.2018 03:00","11231","11231"
"11.05.2018 03:00 - 11.05.2018 04:00","11256","11256"
"11.05.2018 04:00 - 11.05.2018 05:00","11322","11322"
"11.05.2018 05:00 - 11.05.2018 06:00","11522","11523"
"11.05.2018 06:00 - 11.05.2018 07:00","12400","12400"
"11.05.2018 07:00 - 11.05.2018 08:00","13312","13311"
"11.05.2018 08:00 - 11.05.2018 09:00","14114","14113"
"11.05.2018 09:00 - 11.05.2018 10:00","14463","14464"
"11.05.2018 10:00 - 11.05.2018 11:00","14436","14435"
"11.05.2018 11:00 - 11.05.2018 12:00","14203","14203"
"11.05.2018 12:00 - 11.05.2018 13:00","13945","13945"
"11.05.2018 13:00 - 11.05.2018 14:00","13829","13828"
"11.05.2018 14:00 - 11.05.2018 15:00","13678","13678"
"11.05.2018 15:00 - 11.05.2018 16:00","13414","13413"
"11.05.2018 16:00 - 11.05.2018 17:00","13326","13326"
"11.05.2018 17:00 - 11.05.2018 18:00","13189","13188"
"11.05.2018 18:00 - 11.05.2018 19:00","13212","13212"
"11.05.2018 19:00 - 11.05.2018 20:00","13212","13212"
"11.05.2018 20:00 - 11.05.2018 21:00","13153","13153"
"11.05.2018 21:00 - 11.05.2018 22:00","13021","13021"
"11.05.2018 22:00 - 11.05.2018 23:00","12896","12896"
"11.05.2018 23:00 - 12.05.2018 00:00","12579","12571"
"12.05.2018 00:00 - 12.05.2018 01:00","12038","12038"
"12.05.2018 01:00 - 12.05.2018 02:00","11744","11717"
"12.05.2018 02:00 - 12.05.2018 03:00","11534","11534"
"12.05.2018 03:00 - 12.05.2018 04:00","11448","11448"
"12.05.2018 04:00 - 12.05.2018 05:00","11451","11451"
"12.05.2018 05:00 - 12.05.2018 06:00","11363","11363"
"12.05.2018 06:00 - 12.05.2018 07:00","11452","11452"
"12.05.2018 07:00 - 12.05.2018 08:00","11893","11893"
"12.05.2018 08:00 - 12.05.2018 09:00","12423","12423"
"12.05.2018 09:00 - 12.05.2018 10:00","12940","12940"
"12.05.2018 10:00 - 12.05.2018 11:00","13184","13185"
"12.05.2018 11:00 - 12.05.2018 12:00","13029","13029"
"12.05.2018 12:00 - 12.05.2018 13:00","12927","12928"
"12.05.2018 13:00 - 12.05.2018 14:00","12689","12689"
"12.05.2018 14:00 - 12.05.2018 15:00","12491","12491"
"12.05.2018 15:00 - 12.05.2018 16:00","12325","12325"
"12.05.2018 16:00 - 12.05.2018 17:00","12243","12242"
"12.05.2018 17:00 - 12.05.2018 18:00","12462","12462"
"12.05.2018 18:00 - 12.05.2018 19:00","12762","12763"
"12.05.2018 19:00 - 12.05.2018 20:00","12656","12656"
"12.05.2018 20:00 - 12.05.2018 21:00","12565","12564"
"12.05.2018 21:00 - 12.05.2018 22:00","12411","12410"
"12.05.2018 22:00 - 12.05.2018 23:00","12367","12367"
"12.05.2018 23:00 - 13.05.2018 00:00","12141","12054"
"13.05.2018 00:00 - 13.05.2018 01:00","11492","11744"
"13.05.2018 01:00 - 13.05.2018 02:00","11295","11600"
"13.05.2018 02:00 - 13.05.2018 03:00","11098","11377"
"13.05.2018 03:00 - 13.05.2018 04:00","11019","11298"
"13.05.2018 04:00 - 13.05.2018 05:00","10942","11222"
"13.05.2018 05:00 - 13.05.2018 06:00","10776","11056"
"13.05.2018 06:00 - 13.05.2018 07:00","10811","11091"
"13.05.2018 07:00 - 13.05.2018 08:00","11077","11357"
"13.05.2018 08:00 - 13.05.2018 09:00","11455","11735"
"13.05.2018 09:00 - 13.05.2018 10:00","11896","12175"
"13.05.2018 10:00 - 13.05.2018 11:00","12106","12385"
"13.05.2018 11:00 - 13.05.2018 12:00","12152","12433"
"13.05.2018 12:00 - 13.05.2018 13:00","12093","12373"
"13.05.2018 13:00 - 13.05.2018 14:00","11987","12266"
"13.05.2018 14:00 - 13.05.2018 15:00","11852","12132"
"13.05.2018 15:00 - 13.05.2018 16:00","11835","12114"
"13.05.2018 16:00 - 13.05.2018 17:00","11844","12124"
"13.05.2018 17:00 - 13.05.2018 18:00","11831","12111"
"13.05.2018 18:00 - 13.05.2018 19:00","11899","12179"
"13.05.2018 19:00 - 13.05.2018 20:00","12015","12294"
"13.05.2018 20:00 - 13.05.2018 21:00","12267","12546"
"13.05.2018 21:00 - 13.05.2018 22:00","12224","12504"
"13.05.2018 22:00 - 13.05.2018 23:00","12251","12530"
"13.05.2018 23:00 - 14.05.2018 00:00","11882","11979"
"14.05.2018 00:00 - 14.05.2018 01:00","11445","11445"
"14.05.2018 01:00 - 14.05.2018 02:00","11188","11188"
"14.05.2018 02:00 - 14.05.2018 03:00","10917","10916"
"14.05.2018 03:00 - 14.05.2018 04:00","10837","10837"
"14.05.2018 04:00 - 14.05.2018 05:00","10800","10800"
"14.05.2018 05:00 - 14.05.2018 06:00","11121","11121"
"14.05.2018 06:00 - 14.05.2018 07:00","12461","12460"
"14.05.2018 07:00 - 14.05.2018 08:00","13587","13587"
"14.05.2018 08:00 - 14.05.2018 09:00","13945","13945"
"14.05.2018 09:00 - 14.05.2018 10:00","13659","13659"
"14.05.2018 10:00 - 14.05.2018 11:00","13670","13670"
"14.05.2018 11:00 - 14.05.2018 12:00","13617","13617"
"14.05.2018 12:00 - 14.05.2018 13:00","13577","13577"
"14.05.2018 13:00 - 14.05.2018 14:00","13472","13472"
"14.05.2018 14:00 - 14.05.2018 15:00","13304","13303"
"14.05.2018 15:00 - 14.05.2018 16:00","13223","13223"
"14.05.2018 16:00 - 14.05.2018 17:00","13399","13516"
"14.05.2018 17:00 - 14.05.2018 18:00","13123","13122"
"14.05.2018 18:00 - 14.05.2018 19:00","13019","13019"
"14.05.2018 19:00 - 14.05.2018 20:00","13026","13025"
"14.05.2018 20:00 - 14.05.2018 21:00","12890","12890"
"14.05.2018 21:00 - 14.05.2018 22:00","12987","12987"
"14.05.2018 22:00 - 14.05.2018 23:00","12830","12836"
"14.05.2018 23:00 - 15.05.2018 00:00","12217","12121"
"15.05.2018 00:00 - 15.05.2018 01:00","11676","11676"
"15.05.2018 01:00 - 15.05.2018 02:00","11269","11268"
"15.05.2018 02:00 - 15.05.2018 03:00","11060","11059"
"15.05.2018 03:00 - 15.05.2018 04:00","11051","11051"
"15.05.2018 04:00 - 15.05.2018 05:00","10952","10952"
"15.05.2018 05:00 - 15.05.2018 06:00","11240","11241"
"15.05.2018 06:00 - 15.05.2018 07:00","12489","12489"
"15.05.2018 07:00 - 15.05.2018 08:00","13529","13529"
"15.05.2018 08:00 - 15.05.2018 09:00","13587","13587"
"15.05.2018 09:00 - 15.05.2018 10:00","13550","13550"
"15.05.2018 10:00 - 15.05.2018 11:00","13475","13474"
"15.05.2018 11:00 - 15.05.2018 12:00","13731","13280"
"15.05.2018 12:00 - 15.05.2018 13:00","13642","13473"
"15.05.2018 13:00 - 15.05.2018 14:00","13455","13448"
"15.05.2018 14:00 - 15.05.2018 15:00","13318","13319"
"15.05.2018 15:00 - 15.05.2018 16:00","13112","13111"
"15.05.2018 16:00 - 15.05.2018 17:00","13101","13101"
"15.05.2018 17:00 - 15.05.2018 18:00","12961","12961"
"15.05.2018 18:00 - 15.05.2018 19:00","12749","12749"
"15.05.2018 19:00 - 15.05.2018 20:00","12774","12773"
"15.05.2018 20:00 - 15.05.2018 21:00","12766","12752"
"15.05.2018 21:00 - 15.05.2018 22:00","12721","12707"
"15.05.2018 22:00 - 15.05.2018 23:00","12700","12670"
"15.05.2018 23:00 - 16.05.2018 00:00","12176","12172"
"16.05.2018 00:00 - 16.05.2018 01:00","11550","11549"
"16.05.2018 01:00 - 16.05.2018 02:00","11196","11196"
"16.05.2018 02:00 - 16.05.2018 03:00","10937","10937"
"16.05.2018 03:00 - 16.05.2018 04:00","10837","10837"
